Name,Company Name,Telephone,Address,City,State,ZIP,Region,Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,,Region ,#of orders,Percentage,,,,Name,State,Region,Sales Rep,Work Loading,State,Region,,State,Orders,rank ,,
Daryl Wilcox,Trans Allied Airlines,+1 (280) 843-3699,8629 Ninth Loop,Corpus Christi,TX,78401,Southwest," 144,036 ",9/14/17,6:23 AM,2,,,,,,,,,,,,,,,,,,,,,
Daron Winkler,Trans Regional Airlines,+1 (195) 465-7171,9430 Main Parkway,Warren,MI,48089,Midwest," 143,972 ",5/22/18,12:34 AM,3,,,,,,,,,,,,,,,,,,,,,
Orion Gladden,Canada World Airways,+1 (297) 796-6158,1395 Eighth Lane,Baton Rouge,LA,70801,Southeast," 143,903 ",9/21/19,7:27 PM,3,,,,,,,,,,,,,,,,,,,,,
Sanaa Cisneros,Milliways,+1 (934) 609-1891,5698 Broad Parkway,Arlington,VA,22201,Southeast," 143,840 ",3/4/18,8:51 AM,8,,,,,,,,,,,,,,,,,,,,,
Calder Quinlan,Crudgington Brewery,+1 (216) 864-0691,636 Maple Row,Modesto,CA,95350,West," 143,765 ",7/19/17,2:09 PM,1,,,,,,,,,,,,,,,,,,,,,
Leon Dewitt,ZiffCorp,+1 (374) 371-2867,9219 Valley Parkway SE,Flint,MI,48502,Midwest," 143,527 ",9/17/19,10:15 PM,2,,,,,,,,,,,,,,,,,,,,,
Aron Atchison,Thatherton Fuels,+1 (709) 140-2900,3767 Hill Row SE,Topeka,KS,66603,Midwest," 143,318 ",8/30/17,6:40 AM,3,,,,,,,,,,,,,,,,,,,,,
Susanna Cho,St. Anky Beer,+1 (627) 865-6671,1532 Adams Freeway NW,Fayetteville,NC,28304,Southeast," 143,214 ",5/22/18,12:27 PM,2,,,,,,,,,,,,,,,,,,,,,
Emera Carey,Allied Biscuit,+1 (373) 992-6950,9146 Valley Lane East,Norfolk,VA,23502,Southeast," 143,186 ",12/1/16,12:10 AM,5,,,,,,,,,,,,,,,,,,,,,
Adia Noe,Globo Gym American Corp,+1 (304) 004-5639,391 First Place SE,Baltimore,MD,21201,Northeast," 143,056 ",3/23/19,11:45 AM,6,,,,,,,,,,,,,,,,,,,,,
Sariah Joiner,Blue Sun Corporation,+1 (316) 077-6990,6490 Seventh Court West,Chattanooga,TN,37402,Southeast," 142,906 ",11/6/19,8:06 AM,6,,,,,,,,,,,,,,,,,,,,,
Bourne Tovar,Kumatsu Motors,+1 (866) 515-9870,7278 Valley Park,Little Rock,AR,72201,Southeast," 142,655 ",7/18/18,8:36 AM,3,,,,,,,,,,,,,,,,,,,,,
Juandalynn Lavigne,Spade and Archer,+1 (118) 588-6737,3775 Grove Lane North,Sterling Heights,MI,48310,Midwest," 142,147 ",11/30/17,7:23 PM,5,,,,,,,,,,,,,,,,,,,,,
Kamana Boyles,Chez Quis,+1 (965) 999-5070,5728 Third Row,Portland,OR,97201,West," 142,049 ",7/1/17,8:56 PM,8,,,,,,,,,,,,,,,,,,,,,
Julius Huff,Flowers By Irene,+1 (155) 597-9720,2874 Maple Way,Orange,CA,92665,West," 141,933 ",5/16/19,7:00 AM,6,,,,,,,,,,,,,,,,,,,,,
Iokina Schell,NorthAm Robotics,+1 (619) 431-4142,7523 Lincoln Street,Honolulu,HI,96813,West," 141,737 ",3/18/19,7:34 PM,3,,,,,,,,,,,,,,,,,,,,,
Hamal Taylor,NorthAm Robotics,+1 (840) 832-0088,6908 Valley Way NW,Sacramento,CA,95814,West," 141,477 ",3/9/16,8:22 AM,1,,,,,,,,,,,,,,,,,,,,,
Haden Freedman,Sirius Cybernetics Corporation,+1 (132) 284-2461,956 Oak Crescent West,El Paso,TX,79901,Southwest," 141,474 ",8/20/19,1:31 AM,5,,,,,,,,,,,,,,,,,,,,,
Avery Morey,Zevo Toys,+1 (439) 008-4459,3619 Mill Drive West,Ventura,CA,93001,West," 141,416 ",4/20/19,11:20 AM,3,,,,,,,,,,,,,,,,,,,,,
Jerod Weir,Trans United Airways,+1 (595) 329-9857,4794 First Way East,Las Vegas,NV,89101,West," 141,372 ",12/19/19,2:49 AM,1,,,,,,,,,,,,,,,,,,,,,
Austin Hickson,Videlectrix,+1 (491) 073-5246,2639 Water Boulevard NW,Roseville,CA,95661,West," 141,320 ",7/24/17,11:21 AM,3,,,,,,,,,,,,,,,,,,,,,
Sherlyn Knudsen,Liandri Mining Corporation,+1 (154) 846-4806,2120 Jefferson Row SW,Sterling Heights,MI,48310,Midwest," 141,056 ",11/10/18,1:43 PM,1,,,,,,,,,,,,,,,,,,,,,
Rebecca Maloney,Ewing Oil,+1 (786) 053-5533,6778 Elm Row West,Green Bay,WI,54302,Midwest," 140,986 ",11/9/17,2:25 AM,5,,,,,,,,,,,,,,,,,,,,,
Rikki Floyd,Colonial Movers,+1 (824) 242-1395,4773 Hill Row,Lexington,KY,40502,Southeast," 140,699 ",12/5/18,5:01 AM,3,,,,,,,,,,,,,,,,,,,,,
Floy Sessions,Mainway Toys,+1 (672) 055-1338,4345 Washington Freeway North,Fresno,CA,93701,West," 140,664 ",1/8/15,11:19 AM,2,,,,,,,,,,,,,,,,,,,,,
Beverlee Spurlock,Data Systems,+1 (119) 164-9606,476 Walnut Row West,Newport News,VA,23601,Southeast," 140,622 ",11/24/19,3:42 PM,5,,,,,,,,,,,,,,,,,,,,,
Esperanza Berrios,VersaLife Corporation,+1 (281) 321-3650,1587 Pine Court,Elk Grove,CA,95624,West," 140,501 ",9/1/17,8:30 AM,6,,,,,,,,,,,,,,,,,,,,,
Mckile Oswald,Primatech Paper Co.,+1 (654) 465-6977,286 Second Row,Richmond,VA,23219,Southeast," 140,156 ",2/6/16,11:52 AM,5,,,,,,,,,,,,,,,,,,,,,
Ainsley Samson,Ewing Oil,+1 (963) 807-5490,7545 Eighth Circle South,Oceanside,CA,92054,West," 140,143 ",12/14/19,8:15 PM,4,,,,,,,,,,,,,,,,,,,,,
Tressie Matlock,Matsumura Fishworks,+1 (700) 396-4542,8483 First Lane,Santa Rosa,CA,95401,West," 140,043 ",11/22/18,2:48 AM,5,,,,,,,,,,,,,,,,,,,,,
Gustavo Betts,United Robotronics,+1 (057) 728-5651,7861 First Street,Seattle,WA,98101,West," 139,592 ",6/23/15,4:17 AM,3,,,,,,,,,,,,,,,,,,,,,
Christine Perron,Incom Corporation,+1 (951) 315-1758,6771 Hill Lane North,Aurora,CO,80010,West," 139,251 ",5/29/14,12:39 AM,5,,,,,,,,,,,,,,,,,,,,,
Joseph Conn,Shinra Electric Power Company,+1 (126) 085-1823,8974 Church Court,Norwalk,CA,90650,West," 139,149 ",1/19/19,3:35 AM,3,,,,,,,,,,,,,,,,,,,,,
Keanu Coombs,Zevo Toys,+1 (753) 648-9590,5515 Union Alley,Lubbock,TX,79401,Southwest," 138,985 ",8/15/16,8:13 AM,7,,,,,,,,,,,,,,,,,,,,,
Hinda Wolfe,McMahon and Tate,+1 (788) 052-2275,7333 Fifth Circle North,Pembroke Pines,FL,33024,Southeast," 138,373 ",2/1/15,3:34 AM,4,,,,,,,,,,,,,,,,,,,,,
Adele Bledsoe,Benthic Petroleum,+1 (463) 293-5802,5556 Second Terrace North,Fort Collins,CO,80521,West," 138,308 ",3/3/18,4:03 AM,2,,,,,,,,,,,,,,,,,,,,,
Natala Mcgregor,Bluth Company,+1 (124) 747-6554,6528 Second Place,Newport News,VA,23601,Southeast," 138,150 ",7/2/18,2:05 PM,3,,,,,,,,,,,,,,,,,,,,,
Donnica Willson,Soar Airlines,+1 (762) 160-9364,3585 Spring Circle SE,Baltimore,MD,21201,Northeast," 138,146 ",5/25/14,4:50 PM,2,,,,,,,,,,,,,,,,,,,,,
Lucius Butcher,Sonky Rubber Goods,+1 (314) 008-8805,9558 Church Avenue,Cape Coral,FL,33904,Southeast," 138,052 ",6/15/18,8:42 AM,2,,,,,,,,,,,,,,,,,,,,,
Eydie Leggett,General Services Corporation,+1 (284) 033-3849,7051 Union Terrace,Dallas,TX,75201,Southwest," 138,013 ",6/17/17,1:36 AM,3,,,,,,,,,,,,,,,,,,,,,
Maire Helm,Ajax Corporation,+1 (031) 321-9913,221 Main Place,Detroit,MI,48201,Midwest," 137,986 ",7/12/19,5:18 AM,1,,,,,,,,,,,,,,,,,,,,,
Adie Quintero,Spade and Archer,+1 (437) 073-5132,3172 Sixth Drive NW,Norwalk,CA,90650,West," 137,935 ",2/25/19,10:27 AM,8,,,,,,,,,,,,,,,,,,,,,
Judge Spring,United Robotronics,+1 (544) 632-8177,4854 Lake Court,Daly City,CA,94015,West," 137,530 ",10/23/19,9:15 AM,3,,,,,,,,,,,,,,,,,,,,,
Kiki Brenner,Trans Continental Airlines,+1 (526) 052-2155,5692 Elm Cove NW,Miramar,FL,33023,Southeast," 137,521 ",9/2/19,2:56 PM,5,,,,,,,,,,,,,,,,,,,,,
Caitir Alcorn,Rouster and Sideways,+1 (842) 793-1632,35 Main Lane East,Long Beach,CA,90802,West," 137,345 ",4/1/18,2:34 AM,3,,,,,,,,,,,,,,,,,,,,,
Keven Conover,Fabrikam Corporation,+1 (620) 519-4411,2444 Union Boulevard,Killeen,TX,76541,Southwest," 137,113 ",4/12/17,3:02 PM,3,,,,,,,,,,,,,,,,,,,,,
Madeline Guillory,Zevo Toys,+1 (398) 384-3142,4554 Oak Loop NE,Richmond,VA,23219,Southeast," 137,112 ",6/23/16,11:29 AM,3,,,,,,,,,,,,,,,,,,,,,
Raymon Bussey,BLAND Corporation,+1 (751) 208-0569,5734 Valley Road,Winston-Salem,NC,27101,Southeast," 136,993 ",8/14/14,5:56 PM,3,,,,,,,,,,,,,,,,,,,,,
Camila Major,Sheinhardt Wig Company,+1 (788) 892-6843,7213 Water Parkway,Mcallen,TX,78501,Southwest," 136,902 ",12/3/17,2:53 PM,5,,,,,,,,,,,,,,,,,,,,,
Cyra Bartholomew,Input Inc.,+1 (697) 820-1168,1939 Pine Park,Anchorage,AK,99501,Southeast," 136,886 ",4/18/16,3:21 AM,2,,,,,,,,,,,,,,,,,,,,,
Gustave Maloney,Cathedral Software,+1 (649) 867-2696,6069 Washington Way,Lafayette,LA,70501,Southeast," 136,750 ",11/11/14,8:34 PM,2,,,,,,,,,,,,,,,,,,,,,
Irving Amador,Columbia Airlines,+1 (439) 316-2190,5415 Washington Way,Nashville,TN,37201,Southeast," 136,672 ",9/4/15,2:32 AM,4,,,,,,,,,,,,,,,,,,,,,
Lian Means,Ankh-Sto Associates,+1 (475) 042-3596,2654 Main Drive NE,Santa Rosa,CA,95401,West," 136,491 ",7/20/17,8:13 AM,1,,,,,,,,,,,,,,,,,,,,,
Serena Babin,Curious Goods,+1 (964) 841-0229,3386 Lake Cove,Port Saint Lucie,FL,34952,Southeast," 136,441 ",6/14/18,11:04 AM,8,,,,,,,,,,,,,,,,,,,,,
Falkner Beckwith,General Products,+1 (044) 730-7320,1241 View Loop SE,Philadelphia,PA,19102,Northeast," 136,381 ",7/24/16,12:51 AM,8,,,,,,,,,,,,,,,,,,,,,
Aludra Roche,Initrode,+1 (169) 115-9262,7487 Adams Park NW,Virginia Beach,VA,23451,Southeast," 136,093 ",2/21/18,4:21 AM,6,,,,,,,,,,,,,,,,,,,,,
Jala Stratton,Queen Industries,+1 (243) 456-5852,9660 Fifth Place,Washington,DC,20001,Northeast," 135,718 ",7/27/15,7:32 AM,1,,,,,,,,,,,,,,,,,,,,,
Jessenia Guy,Allied Biscuit,+1 (805) 589-6006,2935 Main Road,Boston,MA,02108,Northeast," 135,696 ",2/1/16,10:37 PM,3,,,,,,,,,,,,,,,,,,,,,
Margret Johns,Ace Tomato Company,+1 (524) 339-6945,5485 Lincoln Road East,Salinas,CA,93901,West," 134,923 ",10/7/16,4:58 AM,5,,,,,,,,,,,,,,,,,,,,,
Duana Guyton,Demo Company,+1 (693) 232-1858,1833 Fourth Canal NW,Inglewood,CA,90301,West," 134,911 ",1/20/18,6:50 PM,5,,,,,,,,,,,,,,,,,,,,,
Verle Sewell,Minuteman Cafe,+1 (721) 370-6706,7237 Main Row,Ann Arbor,MI,48103,Midwest," 134,541 ",4/15/16,1:18 PM,5,,,,,,,,,,,,,,,,,,,,,
Kimberley Newby,Nordyne Defense Dynamics,+1 (338) 814-7682,441 Main Way East,Erie,PA,16501,Northeast," 134,396 ",5/14/14,2:05 PM,3,,,,,,,,,,,,,,,,,,,,,
Camryn Musgrove,Oceanic Airlines,+1 (875) 052-6304,6614 View Alley,Peoria,AZ,85345,Southwest," 134,246 ",8/18/16,3:19 AM,5,,,,,,,,,,,,,,,,,,,,,
Kristal Teeter,123 Warehousing,+1 (434) 387-0301,3340 Union Freeway,Murfreesboro,TN,37129,Southeast," 134,219 ",7/2/16,8:57 PM,6,,,,,,,,,,,,,,,,,,,,,
Jorden Dexter,Roboto Industries,+1 (295) 436-9873,8127 Jefferson Way,Fontana,CA,92335,West," 133,904 ",1/3/14,9:19 AM,2,,,,,,,,,,,,,,,,,,,,,
Kairos Lees,Mainway Toys,+1 (448) 026-1347,6504 Elm Park SE,Jersey City,NJ,07302,Northeast," 133,495 ",11/5/16,2:18 AM,3,,,,,,,,,,,,,,,,,,,,,
Chime Albrecht,Ace Tomato Company,+1 (145) 106-7609,5143 Maple Circle,Tallahassee,FL,32301,Southeast," 133,113 ",3/1/15,2:53 AM,4,,,,,,,,,,,,,,,,,,,,,
Adell Escobar,Shinra Electric Power Company,+1 (408) 927-8332,1669 Park Loop,Laredo,TX,78040,Southwest," 133,017 ",3/25/16,7:20 AM,1,,,,,,,,,,,,,,,,,,,,,
Gabriella Muller,TranCon Airways,+1 (885) 342-0477,1695 Washington Lane South,Elk Grove,CA,95624,West," 132,981 ",1/2/16,12:13 PM,2,,,,,,,,,,,,,,,,,,,,,
Cristian Hines,Ace Tomato Company,+1 (210) 828-6514,5998 Chestnut Way,Yonkers,NY,10701,Northeast," 132,872 ",3/18/18,2:19 PM,8,,,,,,,,,,,,,,,,,,,,,
Vina Boudreau,Chez Quis,+1 (422) 883-4704,7794 Spring Freeway,Inglewood,CA,90301,West," 132,852 ",12/20/15,5:06 PM,2,,,,,,,,,,,,,,,,,,,,,
Leonardo Angelo,Monks Diner,+1 (836) 949-7798,7393 Fifth Boulevard,Lubbock,TX,79401,Southwest," 132,597 ",7/24/16,8:58 AM,8,,,,,,,,,,,,,,,,,,,,,
Polly Houston,McMahon and Tate,+1 (637) 628-8143,7782 Chestnut Boulevard,Gilbert,AZ,85234,Southwest," 132,505 ",3/27/14,11:45 PM,3,,,,,,,,,,,,,,,,,,,,,
Maudie Eckert,Sudden Pacific Railroad,+1 (194) 432-8013,8909 Union Avenue NW,Stamford,CT,06901,Northeast," 132,490 ",8/16/16,1:26 AM,5,,,,,,,,,,,,,,,,,,,,,
Alexis Stringer,Columbia Airlines,+1 (442) 573-0238,76 Church Loop,Corona,CA,91719,West," 132,381 ",5/14/16,10:02 PM,4,,,,,,,,,,,,,,,,,,,,,
Esther Fennell,Mishima Zaibatsu,+1 (525) 940-3849,9490 Second Freeway,Pasadena,TX,77502,Southwest," 131,872 ",7/17/17,4:58 PM,5,,,,,,,,,,,,,,,,,,,,,
Joye Warren,Zevo Toys,+1 (548) 938-8823,3286 Pine Parkway,Escondido,CA,92025,West," 131,750 ",3/26/18,8:46 AM,8,,,,,,,,,,,,,,,,,,,,,
Ailani Larue,Paradise Airlines,+1 (099) 591-1945,3734 Walnut Place NW,Birmingham,AL,35203,Southeast," 131,585 ",12/3/14,3:55 PM,3,,,,,,,,,,,,,,,,,,,,,
Alisha Olvera,Zorin Industries,+1 (135) 962-9544,698 Washington Crescent,Salinas,CA,93901,West," 130,937 ",7/10/16,12:09 AM,8,,,,,,,,,,,,,,,,,,,,,
Kimora Portillo,Globex Corporation,+1 (874) 590-9050,7163 Spring Boulevard NE,Peoria,AZ,85345,Southwest," 130,582 ",8/19/15,10:04 AM,2,,,,,,,,,,,,,,,,,,,,,
Javier Guthrie,Rossum Corporation,+1 (333) 755-0372,9658 Union Row East,Port Saint Lucie,FL,34952,Southeast," 130,474 ",10/30/18,11:09 AM,5,,,,,,,,,,,,,,,,,,,,,
Elliot Carroll,Incom Corporation,+1 (536) 879-5880,2224 Pine Loop,Independence,MO,64050,Midwest," 130,328 ",6/18/18,4:48 AM,8,,,,,,,,,,,,,,,,,,,,,
Garima Khan,Trans United Airways,+1 (340) 809-2147,9639 Oak Circle NE,Miami,FL,33122,Southeast," 130,068 ",10/13/15,8:33 PM,6,,,,,,,,,,,,,,,,,,,,,
Alda Grace,Stark Industries,+1 (066) 697-3575,3562 Oak Row NW,Salinas,CA,93901,West," 129,884 ",8/2/15,7:19 PM,2,,,,,,,,,,,,,,,,,,,,,
Mara Barone,Tessier-Ashpool,+1 (672) 284-6331,854 Fourth Freeway,Minneapolis,MN,55401,Midwest," 129,838 ",1/3/14,4:59 PM,3,,,,,,,,,,,,,,,,,,,,,
Dollie Fox,ZiffCorp,+1 (466) 312-0692,5696 Mill Terrace,Moreno Valley,CA,92553,West," 129,821 ",8/14/14,2:55 PM,5,,,,,,,,,,,,,,,,,,,,,
Francisca Braden,Mainco,+1 (675) 796-8375,4123 Second Street,Augusta,GA,30901,Southeast," 129,681 ",8/6/14,1:53 PM,5,,,,,,,,,,,,,,,,,,,,,
Montego Mullis,Plow King,+1 (692) 625-0205,4251 Washington Parkway SE,Palm Bay,FL,32905,Southeast," 129,630 ",11/14/14,9:46 AM,4,,,,,,,,,,,,,,,,,,,,,
Jerald Bozeman,Global Dynamics,+1 (841) 882-5115,4807 Park Way West,Newark,NJ,07102,Northeast," 129,410 ",1/29/14,4:13 PM,4,,,,,,,,,,,,,,,,,,,,,
Philomena Bigelow,SpringShield,+1 (338) 117-7687,9285 Ninth Row East,Alexandria,VA,22301,Southeast," 129,387 ",10/28/14,12:39 AM,3,,,,,,,,,,,,,,,,,,,,,
Mia Stout,Tip Top Cafe,+1 (303) 557-9417,236 Walnut Street SW,Modesto,CA,95350,West," 129,385 ",4/8/17,7:54 AM,5,,,,,,,,,,,,,,,,,,,,,
Georgette Lavender,Sixty Second Avenue,+1 (839) 781-7619,7671 Lake Row NE,Rockford,IL,61101,Midwest," 129,360 ",11/25/15,1:38 PM,2,,,,,,,,,,,,,,,,,,,,,
Lali Polk,St. Anky Beer,+1 (304) 749-4008,3757 Park Court East,San Diego,CA,92101,West," 128,844 ",8/31/16,7:59 AM,5,,,,,,,,,,,,,,,,,,,,,
Wendell Enos,Corellian Engineering Corporation,+1 (277) 682-9795,9888 Park Circle NW,Montgomery,AL,36104,Southeast," 128,584 ",2/28/18,10:02 AM,2,,,,,,,,,,,,,,,,,,,,,
Romeo Bertram,Sample Inc.,+1 (137) 597-1908,9402 First Road NE,Greensboro,NC,27401,Southeast," 128,575 ",5/26/15,9:57 AM,3,,,,,,,,,,,,,,,,,,,,,
Kalila Alvarado,Water and Power,+1 (799) 681-1038,690 Hill Place,Augusta,GA,30901,Southeast," 128,289 ",10/7/14,9:17 AM,2,,,,,,,,,,,,,,,,,,,,,
Marianna Fultz,Trans Allied Airlines,+1 (944) 639-8608,4731 Ninth Boulevard South,Mcallen,TX,78501,Southwest," 128,239 ",5/4/18,8:15 PM,3,,,,,,,,,,,,,,,,,,,,,
Larissa Ward,Data Systems,+1 (528) 452-9764,3668 Main Canal,North Las Vegas,NV,89030,West," 128,112 ",9/18/17,3:26 PM,5,,,,,,,,,,,,,,,,,,,,,
Karma Ferguson,Leeding Engines Ltd.,+1 (702) 114-3737,7024 Third Cove,Cambridge,MA,02138,Northeast," 127,977 ",7/23/18,8:00 PM,8,,,,,,,,,,,,,,,,,,,,,
Bart Mcewen,Big T Burgers and Fries,+1 (734) 921-6213,4762 Market Avenue,Abilene,TX,79601,Southwest," 127,882 ",3/25/17,11:33 PM,1,,,,,,,,,,,,,,,,,,,,,
Kalyca Mello,Curious Goods,+1 (051) 665-9957,4314 Chestnut Lane NW,Houston,TX,77002,Southwest," 127,811 ",2/1/16,5:31 AM,3,,,,,,,,,,,,,,,,,,,,,
Britney Parr,VersaLife Corporation,+1 (238) 949-5428,953 View Terrace NW,Syracuse,NY,13202,Northeast," 127,798 ",12/17/18,6:03 AM,3,,,,,,,,,,,,,,,,,,,,,
Emanuel Deloach,Roboto Industries,+1 (056) 899-9881,3378 Hill Place North,Temecula,CA,92590,West," 127,793 ",3/27/16,9:53 PM,2,,,,,,,,,,,,,,,,,,,,,
Kylene Rowell,U.S. Robotics and Mechanical Men,+1 (216) 587-4173,8752 Fourth Crescent SE,Arlington,TX,76006,Southwest," 127,725 ",5/9/17,11:45 AM,3,,,,,,,,,,,,,,,,,,,,,
Lieu Walston,Corellian Engineering Corporation,+1 (182) 875-4261,1258 Elm Drive,Rancho Cucamonga,CA,91730,West," 127,713 ",1/24/14,11:03 AM,1,,,,,,,,,,,,,,,,,,,,,
Mignon Hamby,Tessier-Ashpool,+1 (647) 370-9586,9321 Chestnut Row,Indianapolis,IN,46201,Midwest," 127,514 ",3/27/17,2:19 AM,3,,,,,,,,,,,,,,,,,,,,,
Nia Novak,Liandri Mining Corporation,+1 (346) 416-2079,6265 Third Place East,Fort Worth,TX,76102,Southwest," 127,305 ",1/22/14,9:50 AM,3,,,,,,,,,,,,,,,,,,,,,
Macie See,Thrift Bank,+1 (610) 072-6514,2099 View Park,Omaha,NE,68102,Midwest," 127,272 ",12/4/18,8:14 AM,6,,,,,,,,,,,,,,,,,,,,,
Kirstie Bouchard,BLAND Corporation,+1 (717) 365-8582,5543 Mill Row,Murfreesboro,TN,37129,Southeast," 127,179 ",12/28/14,1:02 AM,1,,,,,,,,,,,,,,,,,,,,,
Macon Weatherly,Atlantic Northern,+1 (053) 822-3444,3122 Maple Crescent,Oklahoma City,OK,73102,Southwest," 127,100 ",9/10/18,3:08 AM,8,,,,,,,,,,,,,,,,,,,,,
Shane Cave,United Fried Chicken,+1 (334) 639-2284,2433 Cedar Loop SW,Clarksville,TN,37040,Southeast," 126,990 ",11/27/17,1:26 PM,5,,,,,,,,,,,,,,,,,,,,,
Judge Wirth,Initrode,+1 (622) 143-8018,6926 Broad Alley SW,Cleveland,OH,44102,Midwest," 126,734 ",10/30/15,12:34 AM,3,,,,,,,,,,,,,,,,,,,,,
Chyna Beverly,Federation World Airlines,+1 (024) 867-8999,6212 Broad Drive NE,Erie,PA,16501,Northeast," 126,659 ",9/16/16,2:46 AM,2,,,,,,,,,,,,,,,,,,,,,
Paul Strand,Widget Corp,+1 (220) 259-5347,3074 Spring Circle,Thornton,CO,80229,West," 126,546 ",3/5/17,4:47 PM,3,,,,,,,,,,,,,,,,,,,,,
Silvia Bowie,Chez Quis,+1 (801) 692-5814,1223 Pine Court,Bakersfield,CA,93301,West," 126,190 ",2/23/16,9:32 AM,3,,,,,,,,,,,,,,,,,,,,,
Keiki Gann,Sample Inc.,+1 (252) 318-7682,3972 Broad Street South,Tulsa,OK,74103,Southwest," 126,187 ",4/3/16,12:47 PM,8,,,,,,,,,,,,,,,,,,,,,
Georgene Hancock,Contoso Corporation,+1 (696) 367-2253,4668 Seventh Canal,Memphis,TN,38103,Southeast," 125,898 ",8/19/18,10:52 AM,7,,,,,,,,,,,,,,,,,,,,,
Elisha Robinson,Columbia Airlines,+1 (389) 932-7893,4144 Grove Boulevard South,Boise,ID,83702,West," 125,873 ",2/10/16,10:14 PM,2,,,,,,,,,,,,,,,,,,,,,
Tamara Graham,Big Belly Burger,+1 (867) 081-4027,199 Second Canal,Murfreesboro,TN,37129,Southeast," 125,769 ",2/28/14,3:31 PM,1,,,,,,,,,,,,,,,,,,,,,
Odell Monaghan,Buy and Large Corporation,+1 (563) 505-4136,3396 Central Parkway,Pembroke Pines,FL,33024,Southeast," 125,676 ",5/8/18,6:01 PM,5,,,,,,,,,,,,,,,,,,,,,
Murphy Patino,Industrial Automation,+1 (478) 091-5366,8676 Market Place NW,Newport News,VA,23601,Southeast," 125,577 ",1/3/15,6:02 AM,3,,,,,,,,,,,,,,,,,,,,,
Tom Riggins,Trans Continental Airlines,+1 (042) 356-0552,3426 Second Row South,Port Saint Lucie,FL,34952,Southeast," 125,456 ",11/1/16,2:26 PM,6,,,,,,,,,,,,,,,,,,,,,
Dominque Whittle,Slate Rock and Gravel Company,+1 (515) 323-2509,5664 Fourth Drive,Cedar Rapids,IA,52401,Midwest," 125,041 ",8/10/14,2:02 PM,3,,,,,,,,,,,,,,,,,,,,,
Donnie Sutter,Global Airways,+1 (606) 843-2414,783 Lincoln Place,Fort Lauderdale,FL,33301,Southeast," 124,767 ",8/24/15,10:03 PM,1,,,,,,,,,,,,,,,,,,,,,
Adriel Ashby,U.S. Robotics and Mechanical Men,+1 (267) 207-9876,1633 Chestnut Canal West,Overland Park,KS,66204,Midwest," 124,717 ",10/1/15,7:25 AM,5,,,,,,,,,,,,,,,,,,,,,
Aleshanee Garner,Contoso Corporation,+1 (069) 160-8687,1235 Washington Street,Dallas,TX,75201,Southwest," 124,615 ",3/14/14,1:38 PM,2,,,,,,,,,,,,,,,,,,,,,
Brad Halsey,Wallaby Airlines,+1 (376) 945-6984,2376 Lake Way,Arlington,TX,76006,Southwest," 124,503 ",10/18/17,3:55 PM,8,,,,,,,,,,,,,,,,,,,,,
Jamel Luther,United Robotronics,+1 (472) 468-6392,8216 Cedar Lane,Lexington,KY,40502,Southeast," 124,438 ",2/5/18,12:46 AM,5,,,,,,,,,,,,,,,,,,,,,
Jamuna Heath,Energy Corporation,+1 (918) 620-6425,9633 Water Road,Durham,NC,27701,Southeast," 124,429 ",11/27/16,10:04 PM,6,,,,,,,,,,,,,,,,,,,,,
Mireya Theriot,Uplink Corporation,+1 (414) 293-3988,5599 Walnut Lane North,Inglewood,CA,90301,West," 124,383 ",9/9/18,1:32 PM,8,,,,,,,,,,,,,,,,,,,,,
Beverlee Mcclure,Allied Biscuit,+1 (986) 039-5175,4906 First Park SW,High Point,NC,27260,Southeast," 124,267 ",3/18/17,4:06 AM,5,,,,,,,,,,,,,,,,,,,,,
Lehana Spangler,U.S. Robotics and Mechanical Men,+1 (699) 315-8849,995 Park Freeway NE,San Antonio,TX,78202,Southwest," 124,018 ",7/27/17,8:17 AM,1,,,,,,,,,,,,,,,,,,,,,
Raekwon Judkins,Sonky Rubber Goods,+1 (181) 087-5419,735 Chestnut Circle,Hayward,CA,94541,West," 124,006 ",11/11/14,8:24 AM,1,,,,,,,,,,,,,,,,,,,,,
Krystle Childress,Stark Industries,+1 (259) 151-4576,4800 Elm Court,New York,NY,10001,Northeast," 123,820 ",3/12/15,2:57 PM,5,,,,,,,,,,,,,,,,,,,,,
Virgie Hallman,Flowers By Irene,+1 (116) 850-8040,4494 Main Loop SW,Wichita Falls,TX,76301,Southwest," 123,644 ",10/23/14,4:04 AM,4,,,,,,,,,,,,,,,,,,,,,
Ofelia Talbert,Buy and Large Corporation,+1 (410) 356-9298,7073 View Court North,Cape Coral,FL,33904,Southeast," 123,478 ",10/4/16,2:24 PM,3,,,,,,,,,,,,,,,,,,,,,
Jeannine Post,Liandri Mining Corporation,+1 (711) 436-5445,4122 Cherry Row,Columbia,MO,65201,Midwest," 123,419 ",8/26/14,12:29 AM,1,,,,,,,,,,,,,,,,,,,,,
Adam Larry,United Fried Chicken,+1 (346) 656-3247,2371 Jefferson Canal,Fort Worth,TX,76102,Southwest," 123,375 ",9/12/15,1:08 PM,2,,,,,,,,,,,,,,,,,,,,,
Katriel Minton,TranCon Airways,+1 (395) 192-4917,4890 Second Cove,Temecula,CA,92590,West," 123,313 ",3/13/17,12:20 AM,2,,,,,,,,,,,,,,,,,,,,,
